,SENDER,RECEIVER,SENDER DEPT,RECEIVER DEPT
1357,59,137,21,21
1358,211,481,22,22
1359,211,208,22,22
1360,269,140,17,17
1361,160,300,36,38
1362,211,286,22,21
1363,211,96,22,20
1364,521,340,2,2
1365,521,134,2,2
1366,430,141,14,14
1367,62,417,36,10
1368,211,55,22,22
1369,114,169,10,13
1370,4,194,21,21
1371,58,252,21,20
1372,58,404,21,16
1373,522,523,4,4
1374,524,72,9,9
1375,377,378,7,7
1376,377,250,7,7
1377,377,368,7,7
1378,377,104,7,7
1379,377,150,7,7
1380,40,438,11,13
1381,74,42,1,34
1382,7,141,14,14
1383,484,87,4,34
1384,440,168,4,4
1385,59,55,21,22
1386,222,215,1,1
1387,2,55,21,22
1388,499,525,14,14
1389,92,520,9,21
1390,157,6,0,25
1391,157,64,0,25
1392,44,44,14,14
1393,103,526,7,4
1394,263,444,10,10
1395,263,423,10,10
1396,263,245,10,10
1397,263,76,10,10
1398,263,485,10,10
1399,115,115,13,13
1400,174,286,32,21
1401,211,371,22,16
1402,183,365,4,14
1403,44,500,14,14
1404,44,43,14,14
1405,44,365,14,14
1406,527,318,10,10
1407,527,48,10,10
1408,283,256,36,4
1409,283,365,36,14
1410,37,36,11,11
1411,128,205,5,5
1412,527,114,10,10
1413,104,394,7,7
1414,104,321,7,7
1415,114,527,10,10
1416,183,106,4,38
1417,150,377,7,7
1418,6,157,25,0
1419,258,258,8,8
1420,520,92,21,9
1421,30,62,11,36
1422,42,87,34,34
1423,87,484,34,4
1424,300,107,38,36
1425,342,139,0,17
1426,450,256,4,4
1427,107,300,36,38
1428,528,64,25,25
1429,528,489,25,25
1430,21,520,9,21
1431,438,40,13,11
1432,95,41,4,5
1433,105,393,34,7
1434,105,493,34,4
1435,105,145,34,35
1436,105,147,34,23
1437,150,368,7,7
1438,150,104,7,7
1439,249,363,14,35
1440,145,212,35,34
1441,145,42,35,34
1442,145,427,35,12
1443,96,302,20,20
1444,269,288,17,37
1445,466,141,14,14
1446,466,529,14,14
1447,466,496,14,14
1448,466,498,14,14
1449,438,170,13,13
1450,482,41,2,5
1451,438,151,13,10
1452,246,530,14,14
1453,170,438,13,13
1454,48,527,10,10
1455,356,329,8,8
1456,329,474,8,15
1457,506,64,14,25
1458,113,442,10,10
1459,92,100,9,16
1460,356,356,8,8
1461,340,531,2,3
1462,141,466,14,14
1463,477,108,8,8
1464,477,91,8,15
1465,175,532,32,21
1466,113,333,10,10
1467,252,408,20,21
1468,252,132,20,28
1469,252,2,20,21
1470,46,269,17,17
1471,196,41,5,5
1472,173,513,38,35
1473,229,229,10,10
1474,438,123,13,13
1475,160,180,36,0
1476,82,366,36,36
1477,64,89,25,20
1478,434,533,34,35
1479,180,257,0,0
1480,145,145,35,35
1481,89,474,20,15
1482,133,51,4,5
1483,252,269,20,17
1484,106,16,38,34
1485,423,263,10,10
1486,123,438,13,13
1487,534,256,4,4
1488,531,340,3,2
1489,100,92,16,9
1490,318,527,10,10
1491,135,251,13,13
1492,201,486,4,4
1493,284,149,0,0
1494,42,190,34,15
1495,13,506,26,14
1496,300,62,38,36
1497,13,535,26,9
1498,536,86,15,36
1499,168,440,4,4
1500,89,437,20,13
1501,141,64,14,25
1502,177,344,1,0
1503,176,176,4,4
1504,370,417,10,10
1505,114,245,10,10
1506,63,520,21,21
1507,232,537,4,6
1508,466,9,14,14
1509,370,40,10,11
1510,92,538,9,9
1511,211,211,22,22
1512,303,13,20,26
1513,465,465,23,23
1514,15,139,17,17
1515,539,78,3,3
1516,190,42,15,34
1517,447,139,17,17
1518,447,446,17,17
1519,474,329,15,8
1520,160,45,36,17
1521,86,540,36,15
1522,322,139,17,17
1523,249,434,14,34
1524,303,62,20,36
1525,340,521,2,2
1526,184,81,15,15
1527,197,128,4,5
1528,251,116,13,13
1529,328,459,8,1
1530,288,252,37,20
1531,249,42,14,34
1532,249,106,14,38
1533,188,459,15,1
1534,116,251,13,13
1535,541,181,23,7
1536,542,183,4,4
1537,542,399,4,4
1538,542,413,4,4
1539,542,168,4,4
1540,542,543,4,4
1541,542,256,4,4
1542,542,419,4,4
1543,542,440,4,4
1544,542,544,4,4
1545,542,275,4,4
1546,542,458,4,4
1547,542,403,4,4
1548,82,283,36,36
1549,275,542,4,4
1550,42,249,34,14
1551,16,106,34,38
1552,464,483,4,3
1553,42,183,34,4
1554,42,81,34,15
1555,42,115,34,13
1556,84,288,37,37
1557,51,133,5,4
1558,440,542,4,4
1559,288,71,37,37
1560,133,128,4,5
1561,133,280,4,4
1562,288,70,37,37
1563,495,363,23,35
1564,13,90,26,8
1565,440,226,4,1
1566,177,17,1,1
1567,121,82,36,36
1568,121,105,36,34
1569,534,544,4,4
1570,29,25,11,11
1571,29,26,11,11
1572,29,27,11,11
1573,29,30,11,11
1574,29,33,11,11
1575,29,34,11,11
1576,29,35,11,11
1577,29,38,11,11
1578,29,39,11,11
1579,29,545,11,11
1580,151,438,10,13
1581,327,5,9,25
1582,175,288,32,37
1583,91,474,15,15
1584,59,54,21,22
1585,59,56,21,21
1586,59,58,21,21
1587,423,455,10,22
1588,86,362,36,14
1589,40,37,11,11
1590,284,377,0,7
1591,280,133,4,4
1592,13,118,26,26
1593,258,402,8,0
1594,217,432,37,37
1595,217,433,37,37
1596,217,366,37,36
1597,217,84,37,37
1598,217,70,37,37
1599,305,57,21,21
1600,62,170,36,13
1601,181,296,7,7
1602,378,377,7,7
1603,62,329,36,8
1604,331,73,39,1
1605,250,181,7,7
1606,250,394,7,7
1607,250,250,7,7
1608,250,377,7,7
1609,250,104,7,7
1610,423,76,10,10
1611,121,233,36,19
1612,121,145,36,35
1613,121,546,36,35
1614,474,478,15,8
1615,164,174,17,32
1616,255,363,6,35
1617,86,536,36,15
1618,61,320,7,7
1619,155,518,35,35
1620,474,110,15,8
1621,283,107,36,36
1622,283,142,36,36
1623,13,2,26,21
1624,250,103,7,7
1625,160,321,36,7
1626,282,254,36,40
1627,395,395,7,7
1628,113,443,10,10
1629,113,547,10,10
1630,113,171,10,10
1631,12,141,14,14
1632,105,121,34,36
1633,534,440,4,4
1634,544,542,4,4
1635,421,529,14,14
1636,170,548,13,6
1637,545,29,11,11
1638,421,496,14,14
1639,149,277,0,0
1640,149,284,0,0
1641,209,233,19,19
1642,387,198,7,4
1643,298,246,15,14
1644,252,412,20,21
1645,431,50,37,37
1646,89,303,20,20
1647,549,550,15,15
1648,323,97,16,16
1649,323,102,16,38
1650,316,379,1,7
1651,269,256,17,4
1652,240,210,19,19
1653,526,103,4,7
1654,209,58,19,21
1655,45,461,17,17
1656,160,61,36,7
1657,82,233,36,19
1658,82,546,36,35
1659,537,232,6,4
1660,107,256,36,4
1661,496,421,14,14
1662,496,529,14,14
1663,473,29,15,11
1664,462,462,30,30
1665,160,319,36,19
1666,251,40,13,11
1667,97,323,16,16
1668,32,23,11,11
1669,335,322,17,17
1670,86,223,36,1
1671,32,26,11,11
1672,183,64,4,25
1673,434,163,34,24
1674,434,255,34,6
1675,434,81,34,15
1676,434,106,34,38
1677,434,471,34,31
1678,434,189,34,15
1679,434,551,34,15
1680,357,357,8,8
1681,254,282,40,36
1682,254,142,40,36
1683,552,305,22,21
1684,434,490,34,6
1685,362,86,14,36
1686,210,240,19,19
1687,553,554,2,2
1688,553,340,2,2
1689,174,285,32,22
1690,174,16,32,34
1691,174,371,32,16
1692,174,46,32,17
1693,167,41,4,5
1694,167,51,4,5
1695,19,7,14,14
1696,179,381,0,7
1697,140,174,17,32
1698,324,555,14,14
1699,157,377,0,7
1700,423,423,10,10
1701,174,3,32,21
1702,174,140,32,17
1703,107,306,36,9
1704,282,226,36,1
1705,370,47,10,10
1706,370,41,10,5
1707,370,38,10,11
1708,62,114,36,10
1709,62,365,36,14
1710,302,89,20,20
1711,153,107,27,36
1712,434,249,34,14
1713,232,321,4,7
1714,249,430,14,14
1715,195,195,21,21
1716,450,95,4,4
1717,458,542,4,4
1718,321,232,7,4
1719,310,78,1,3
1720,2,252,21,20
1721,185,354,16,16
1722,28,114,11,10
1723,28,165,11,13
1724,28,169,11,13
1725,28,367,11,10
1726,114,283,10,36
1727,114,63,10,21
1728,114,62,10,36
1729,58,55,21,22
1730,58,56,21,21
1731,58,59,21,21
1732,58,209,21,19
1733,114,28,10,11
1734,114,165,10,13
1735,114,367,10,10
1736,306,107,9,36
1737,379,316,7,1
1738,95,64,4,25
1739,116,361,13,10
1740,51,29,5,11
1741,14,280,4,4
1742,215,222,1,1
1743,2,13,21,26
1744,232,556,4,4
1745,377,157,7,0
1746,167,351,4,0
1747,447,447,17,17
1748,377,181,7,7
1749,377,296,7,7
1750,447,46,17,17
1751,359,452,14,14
1752,351,167,0,4
1753,245,114,10,10
1754,245,48,10,10
1755,296,377,7,7
1756,296,181,7,7
1757,385,296,7,7
1758,183,543,4,4
1759,107,62,36,36
1760,296,295,7,7
1761,296,385,7,7
1762,133,557,4,3
1763,359,558,14,14
1764,62,256,36,4
1765,123,41,13,5
1766,285,305,22,21
1767,559,282,27,36
1768,62,434,36,34
1769,62,106,36,38
1770,62,249,36,14
1771,528,528,25,25
1772,308,283,1,36
1773,285,208,22,22
1774,560,459,31,1
1775,2,63,21,21
1776,462,561,30,34
1777,5,64,25,25
1778,5,327,25,9
1779,6,327,25,9
1780,327,6,9,25
1781,283,5,36,25
1782,438,438,13,13
1783,322,140,17,17
1784,322,335,17,17
1785,322,273,17,17
1786,322,334,17,17
1787,6,379,25,7
1788,6,489,25,25
1789,48,252,10,20
1790,412,252,21,20
1791,64,95,25,4
1792,529,359,14,14
1793,372,433,36,37
1794,372,86,36,36
1795,372,134,36,2
1796,372,83,36,36
1797,419,542,4,4
1798,254,115,40,13
1799,254,31,40,11
1800,47,41,10,5
1801,338,115,13,13
1802,47,114,10,10
1803,99,107,16,36
1804,506,44,14,14
1805,506,365,14,14
1806,529,421,14,14
1807,404,58,16,21
1808,447,448,17,17
1809,179,180,0,0
1810,21,363,9,35
1811,562,562,4,4
1812,495,211,23,22
1813,218,196,1,5
1814,96,115,20,13
1815,96,170,20,13
1816,96,252,20,20
1817,170,96,13,20
1818,196,95,5,4
1819,40,417,11,10
1820,160,338,36,13
1821,269,216,17,17
1822,95,207,4,4
1823,181,150,7,7
1824,232,284,4,0
1825,159,209,19,19
1826,40,25,11,11
1827,40,27,11,11
1828,40,28,11,11
1829,40,30,11,11
1830,40,33,11,11
1831,40,34,11,11
1832,40,38,11,11
1833,40,39,11,11
1834,40,545,11,11
1835,150,181,7,7
1836,417,318,10,10
1837,483,464,3,4
1838,3,4,21,21
1839,395,157,7,0
1840,62,70,36,37
1841,563,290,4,4
1842,232,133,4,4
1843,232,557,4,3
1844,115,302,13,20
1845,87,441,34,14
1846,19,473,14,15
1847,504,160,14,36
1848,134,372,2,36
1849,134,553,2,2
1850,134,482,2,2
1851,134,173,2,38
1852,134,521,2,2
1853,87,493,34,4
1854,196,128,5,5
1855,3,408,21,21
1856,450,413,4,4
1857,450,172,4,4
1858,564,209,19,19
1859,116,115,13,13
1860,196,280,5,4
1861,196,167,5,4
1862,196,203,5,4
1863,473,460,15,34
1864,209,11,19,14
1865,135,96,13,20
1866,40,448,11,17
1867,379,6,7,25
1868,12,565,14,14
1869,14,430,4,14
1870,566,452,14,14
1871,278,256,0,4
1872,278,180,0,0
1873,96,135,20,13
1874,223,86,1,36
1875,338,28,13,11
1876,290,567,4,4
1877,129,450,4,4
1878,290,568,4,4
1879,28,338,11,13
1880,173,306,38,9
1881,569,360,14,14
1882,569,161,14,14
1883,569,7,14,14
1884,569,566,14,14
1885,569,570,14,14
1886,569,452,14,14
1887,63,571,21,21
1888,320,394,7,7
1889,136,337,13,13
1890,132,62,28,36
1891,473,19,15,14
1892,478,474,8,15
1893,451,496,14,14
1894,394,320,7,7
1895,471,434,31,34
1896,559,518,27,35
1897,189,434,15,34
1898,171,41,10,5
1899,377,60,7,7
1900,64,157,25,0
1901,566,569,14,14
1902,328,90,8,8
1903,450,129,4,4
1904,434,256,34,4
1905,446,269,17,17
1906,446,216,17,17
1907,68,86,15,36
1908,107,115,36,13
1909,377,394,7,7
1910,29,51,11,5
1911,233,252,19,20
1912,233,404,19,16
1913,233,532,19,21
1914,233,115,19,13
1915,371,211,16,22
1916,543,183,4,4
1917,160,314,36,1
1918,160,17,36,1
1919,173,134,38,2
1920,125,353,16,16
1921,160,42,36,34
1922,371,63,16,21
1923,338,160,13,36
1924,452,141,14,14
1925,159,233,19,19
1926,159,237,19,19
1927,159,210,19,19
1928,159,234,19,19
1929,159,238,19,19
1930,159,158,19,19
1931,159,235,19,19
1932,159,240,19,19
1933,159,236,19,19
1934,159,241,19,19
1935,159,242,19,19
1936,159,243,19,19
1937,159,244,19,19
1938,299,184,15,15
1939,452,359,14,14
1940,541,150,23,7
1941,305,552,21,22
1942,61,61,7,7
1943,61,394,7,7
1944,350,572,0,4
1945,573,566,14,14
1946,361,113,10,10
1947,361,443,10,10
1948,361,263,10,10
1949,361,114,10,10
1950,361,245,10,10
1951,361,47,10,10
1952,295,459,7,1
1953,105,180,34,0
1954,303,89,20,20
1955,63,211,21,22
1956,39,86,11,36
1957,58,63,21,21
1958,160,367,36,10
1959,285,552,22,22
1960,62,132,36,28
1961,280,574,4,4
1962,160,377,36,7
1963,257,180,0,0
1964,493,129,4,4
1965,136,135,13,13
1966,234,234,19,19
1967,483,214,3,0
1968,136,251,13,13
1969,178,575,0,0
1970,226,440,1,4
1971,234,210,19,19
1972,234,236,19,19
1973,374,7,14,14
1974,60,377,7,7
1975,142,576,36,4
1976,377,160,7,36
1977,35,28,11,11
1978,113,28,10,11
1979,114,417,10,10
1980,129,172,4,4
1981,72,259,9,9
1982,577,375,27,8
1983,98,99,16,16
1984,577,578,27,27
1985,450,142,4,36
1986,232,61,4,7
1987,232,53,4,4
1988,216,579,17,17
1989,129,493,4,4
1990,172,129,4,4
1991,490,434,6,34
1992,28,113,11,10
1993,232,41,4,5
1994,259,74,9,1
1995,259,248,9,1
1996,580,580,16,16
1997,74,311,1,1
1998,74,341,1,1
1999,43,43,14,14
2000,581,41,3,5
2001,282,74,36,1
2002,582,62,15,36
2003,274,269,17,17
2004,212,256,34,4
2005,103,232,7,4
2006,62,531,36,3
2007,62,77,36,3
2008,7,569,14,14
2009,285,174,22,32
2010,264,500,14,14
2011,264,440,14,4
2012,264,452,14,14
2013,249,283,14,36
2014,114,371,10,16
2015,458,458,4,4
2016,484,563,4,4
2017,521,583,2,2
2018,521,482,2,2
2019,62,582,36,15
2020,273,269,17,17
2021,42,405,34,38
2022,140,269,17,17
2023,209,209,19,19
2024,209,121,19,36
2025,391,368,7,7
2026,272,290,17,4
2027,272,584,17,4
2028,43,505,14,14
2029,114,78,10,3
2030,114,531,10,3
2031,285,155,22,35
2032,429,428,17,17
2033,429,269,17,17
2034,53,280,4,4
2035,377,295,7,7
2036,377,284,7,0
2037,5,232,25,4
2038,5,53,25,4
2039,498,506,14,14
2040,247,246,14,14
2041,296,387,7,7
2042,247,19,14,14
2043,6,134,25,2
2044,5,115,25,13
2045,211,63,22,21
2046,211,552,22,22
2047,284,232,0,4
2048,5,528,25,25
2049,95,95,4,4
2050,90,90,8,8
2051,210,420,19,26
2052,197,197,4,4
2053,286,286,21,21
2054,2,192,21,21
2055,528,5,25,25
2056,359,529,14,14
2057,585,585,4,4
2058,230,230,23,23
2059,484,290,4,4
2060,255,255,6,6
2061,362,362,14,14
2062,506,506,14,14
2063,495,208,23,22
2064,411,411,28,28
2065,284,351,0,0
2066,329,208,8,22
2067,195,4,21,21
2068,495,371,23,16
2069,106,21,38,9
2070,106,20,38,9
2071,484,143,4,8
2072,128,128,5,5
2073,2,586,21,21
2074,2,408,21,21
2075,2,138,21,21
2076,2,434,21,34
2077,2,6,21,25
2078,2,281,21,21
2079,6,2,25,21
2080,6,4,25,21
2081,450,542,4,4
2082,464,41,4,5
2083,340,482,2,2
2084,121,209,36,19
2085,579,269,17,17
2086,579,216,17,17
2087,194,587,21,21
2088,213,473,14,15
2089,413,542,4,4
2090,219,79,1,3
2091,29,24,11,11
2092,29,28,11,11
2093,29,31,11,11
2094,29,32,11,11
2095,29,36,11,11
2096,29,37,11,11
2097,29,588,11,11
2098,333,263,10,10
2099,232,60,4,7
2100,375,80,8,29
2101,282,589,36,23
2102,92,21,9,9
2103,554,419,2,4
2104,142,282,36,36
2105,58,2,21,21
2106,335,139,17,17
2107,92,137,9,21
2108,155,429,35,17
2109,419,554,4,2
2110,62,355,36,27
2111,335,269,17,17
2112,218,459,1,1
2113,51,232,5,4
2114,38,443,11,10
2115,570,569,14,14
2116,23,590,11,11
2117,351,284,0,0
2118,413,172,4,4
2119,60,232,7,4
2120,114,208,10,22
2121,96,591,20,23
2122,217,71,37,37
2123,232,51,4,5
2124,274,592,17,17
2125,81,509,15,15
2126,420,210,26,19
2127,62,45,36,17
2128,593,197,5,4
2129,262,215,0,1
2130,168,280,4,4
2131,513,173,35,38
2132,21,92,9,9
2133,95,196,4,5
2134,95,51,4,5
2135,95,199,4,4
2136,95,200,4,4
2137,95,128,4,5
2138,95,167,4,4
2139,95,206,4,4
2140,95,93,4,4
2141,372,282,36,36
2142,372,431,36,37
2143,372,594,36,36
2144,372,70,36,37
2145,137,92,21,9
2146,58,54,21,22
2147,45,269,17,17
2148,447,269,17,17
2149,251,23,13,11
2150,108,509,8,15
2151,593,51,5,5
2152,424,212,34,34
2153,486,183,4,4
2154,67,66,15,8
2155,169,114,13,10
2156,448,269,17,17
2157,17,42,1,34
2158,169,363,13,35
2159,589,282,23,36
2160,338,337,13,13
2161,169,165,13,13
2162,115,5,13,25
2163,196,218,5,1
2164,45,45,17,17
2165,280,53,4,4
2166,74,188,1,15
2167,129,256,4,4
2168,424,82,34,36
2169,424,121,34,36
2170,129,486,4,4
2171,23,251,11,13
2172,41,28,5,11
2173,41,280,5,4
2174,41,133,5,4
2175,41,114,5,10
2176,41,123,5,13
2177,41,165,5,13
2178,41,483,5,3
2179,41,169,5,13
2180,314,317,1,1
2181,0,316,1,1
2182,357,356,8,8
2183,61,213,7,14
2184,218,95,1,4
2185,76,417,10,10
2186,86,68,36,15
2187,438,32,13,11
2188,170,169,13,13
2189,474,258,15,8
2190,87,131,34,28
2191,79,79,3,3
2192,339,455,13,22
2193,473,189,15,15
2194,42,17,34,1
2195,486,129,4,4
2196,183,486,4,4
2197,226,459,1,1
2198,25,438,11,13
2199,335,164,17,17
2200,160,106,36,38
2201,157,379,0,7
2202,157,376,0,7
2203,157,5,0,25
2204,157,397,0,7
2205,385,385,7,7
2206,417,76,10,10
2207,142,450,36,4
2208,231,231,0,0
2209,416,327,9,9
2210,82,183,36,4
2211,82,285,36,22
2212,82,234,36,19
2213,82,211,36,22
2214,82,552,36,22
2215,181,321,7,7
2216,14,103,4,7
2217,14,380,4,7
2218,14,389,4,7
2219,14,537,4,6
2220,14,526,4,4
2221,14,61,4,7
2222,14,85,4,1
2223,14,53,4,4
2224,14,394,4,7
2225,14,221,4,1
2226,14,312,4,1
2227,14,18,4,1
2228,14,178,4,0
2229,14,403,4,4
2230,14,486,4,4
2231,591,96,23,20
2232,133,41,4,5
2233,15,62,17,36
2234,32,438,11,13
2235,461,272,17,17
2236,62,28,36,11
2237,156,179,0,0
2238,482,74,2,1
2239,74,482,1,2
2240,282,559,36,27
2241,95,218,4,1
2242,267,267,14,14
2243,371,495,16,23
2244,183,88,4,20
2245,183,63,4,21
2246,236,159,19,19
2247,189,473,15,15
2248,362,441,14,14
2249,180,346,0,0
2250,180,214,0,0
2251,180,148,0,0
2252,180,351,0,0
2253,419,450,4,4
2254,49,71,36,37
2255,592,269,17,17
2256,430,62,14,36
2257,41,136,5,13
2258,334,15,17,17
2259,334,269,17,17
2260,90,474,8,15
2261,438,25,13,11
2262,139,269,17,17
2263,438,30,13,11
2264,441,498,14,14
2265,316,0,1,1
2266,196,204,5,5
2267,322,269,17,17
2268,282,142,36,36
2269,346,168,0,4
2270,318,127,10,6
2271,252,303,20,20
2272,252,59,20,21
2273,160,280,36,4
2274,91,478,15,8
2275,366,58,36,21
2276,115,252,13,20
2277,321,181,7,7
2278,32,30,11,11
2279,180,278,0,0
2280,82,531,36,3
2281,420,402,26,0
2282,142,283,36,36
2283,282,493,36,4
2284,13,352,26,0
2285,440,200,4,4
2286,440,562,4,4
2287,440,458,4,4
2288,440,65,4,4
2289,71,71,37,37
2290,10,339,9,13
2291,52,595,7,15
2292,12,161,14,14
2293,62,78,36,3
2294,212,252,34,20
2295,596,597,23,23
2296,370,27,10,11
2297,169,28,13,11
2298,169,367,13,10
2299,169,96,13,20
2300,177,223,1,1
2301,179,377,0,7
2302,105,569,34,14
2303,268,222,39,1
2304,173,340,38,2
2305,339,10,13,9
2306,359,141,14,14
2307,127,318,6,10
2308,137,365,21,14
2309,360,213,14,14
2310,62,430,36,14
2311,137,520,21,21
2312,216,269,17,17
2313,272,46,17,17
2314,197,41,4,5
2315,337,336,13,13
2316,158,237,19,19
2317,158,209,19,19
2318,158,238,19,19
2319,158,241,19,19
2320,158,242,19,19
2321,169,169,13,13
2322,141,359,14,14
2323,114,333,10,10
2324,27,370,11,10
2325,577,366,27,36
2326,210,371,19,16
2327,107,81,36,15
2328,381,179,7,0
2329,370,48,10,10
2330,194,4,21,21
2331,157,156,0,0
2332,61,232,7,4
2333,201,207,4,4
2334,1,1,1,1
2335,5,140,25,17
2336,223,223,1,1
2337,520,137,21,21
2338,520,21,21,9
2339,520,63,21,21
2340,520,59,21,21
2341,412,412,21,21
2342,6,6,25,25
2343,48,40,10,11
2344,51,51,5,5
2345,81,418,15,15
2346,377,321,7,7
2347,321,377,7,7
2348,489,6,25,25
2349,242,158,19,19
2350,513,462,35,30
2351,93,93,4,4
2352,49,297,36,1
2353,140,5,17,25
2354,411,131,28,28
2355,62,115,36,13
2356,97,335,16,17
2357,128,197,5,4
2358,569,105,14,34
2359,55,107,22,36
2360,459,249,1,14
2361,222,268,1,39
2362,168,346,4,0
2363,438,6,13,25
2364,164,335,17,17
2365,70,433,37,37
2366,144,254,40,40
2367,13,550,26,15
2368,335,97,17,16
2369,96,211,20,22
2370,470,155,12,35
2371,90,62,8,36
2372,105,283,34,36
2373,55,59,22,21
2374,433,70,37,37
2375,144,186,40,40
2376,134,598,2,2
2377,357,107,8,36
2378,357,474,8,15
2379,418,81,15,15
2380,371,114,16,10
2381,50,48,37,10
2382,340,464,2,4
2383,283,105,36,34
2384,581,557,3,3
2385,155,470,35,12
2386,42,145,34,35
2387,42,147,34,23
2388,0,146,1,15
2389,371,210,16,19
2390,136,41,13,5
2391,168,526,4,4
2392,100,101,16,16
2393,380,321,7,7
2394,263,527,10,10
2395,263,361,10,10
2396,263,113,10,10
2397,263,443,10,10
2398,263,318,10,10
2399,263,442,10,10
2400,263,47,10,10
2401,263,48,10,10
2402,263,171,10,10
2403,263,333,10,10
2404,433,217,37,37
2405,433,288,37,37
2406,433,71,37,37
2407,107,283,36,36
2408,526,168,4,4
2409,158,599,19,19
2410,433,372,37,36
2411,3,58,21,21
2412,482,134,2,2
2413,490,371,6,16
2414,321,380,7,7
2415,353,404,16,16
2416,196,196,5,5
2417,196,51,5,5
2418,196,197,5,4
2419,196,199,5,4
2420,196,200,5,4
2421,196,201,5,4
2422,196,206,5,4
2423,196,94,5,5
2424,196,207,5,4
2425,433,162,37,37
2426,433,152,37,37
2427,433,432,37,37
2428,433,180,37,0
2429,433,84,37,37
2430,146,0,15,1
2431,353,125,16,16
2432,437,27,13,11
2433,191,6,0,25
2434,146,146,15,15
2435,230,62,23,36
2436,81,473,15,15
2437,353,100,16,16
2438,450,438,4,13
2439,450,340,4,2
2440,450,169,4,13
2441,375,96,8,20
2442,96,375,20,8
2443,209,159,19,19
2444,209,237,19,19
2445,209,234,19,19
2446,209,238,19,19
2447,209,158,19,19
2448,209,235,19,19
2449,209,240,19,19
2450,209,241,19,19
2451,209,242,19,19
2452,209,243,19,19
2453,209,244,19,19
2454,438,450,13,4
2455,19,513,14,35
2456,281,211,21,22
2457,281,552,21,22
2458,180,256,0,4
2459,129,458,4,4
2460,424,139,34,17
2461,138,58,21,21
2462,62,15,36,17
2463,129,600,4,4
2464,178,214,0,0
2465,62,173,36,38
2466,62,190,36,15
2467,142,41,36,5
2468,128,51,5,5
2469,128,41,5,5
2470,175,3,32,21
2471,251,438,13,13
2472,86,83,36,36
2473,166,283,36,36
2474,201,133,4,4
2475,201,18,4,1
2476,204,377,5,7
2477,258,469,8,22
2478,265,12,14,14
2479,132,166,28,36
2480,83,372,36,36
2481,34,35,11,11
2482,83,283,36,36
2483,190,62,15,36
2484,148,402,0,0
2485,581,205,3,5
2486,469,258,22,8
2487,81,189,15,15
2488,333,113,10,10
2489,489,64,25,25
2490,33,40,11,11
2491,160,41,36,5
2492,158,210,19,19
2493,83,308,36,1
2494,83,166,36,36
2495,83,601,36,36
2496,83,366,36,36
2497,552,281,22,21
2498,373,283,36,36
2499,45,371,17,16
2500,180,433,0,37
2501,23,588,11,11
2502,602,569,14,14
2503,414,603,1,1
2504,43,499,14,14
2505,43,498,14,14
2506,83,494,36,36
2507,83,86,36,36
2508,96,604,20,22
2509,121,71,36,37
2510,569,602,14,14
2511,83,154,36,35
2512,83,233,36,19
2513,83,107,36,36
2514,83,424,36,34
2515,83,62,36,36
2516,58,552,21,22
2517,83,160,36,36
2518,83,71,36,37
2519,83,84,36,37
2520,245,263,10,10
2521,133,201,4,4
2522,105,533,34,35
2523,414,605,1,1
2524,547,171,10,10
2525,211,281,22,21
2526,409,10,26,9
2527,352,41,0,5
2528,557,51,3,5
2529,393,154,7,35
2530,393,162,7,37
2531,393,155,7,35
2532,393,546,7,35
2533,181,291,7,4
2534,62,445,36,3
2535,166,132,36,28
2536,349,402,0,0
2537,546,145,35,35
2538,495,21,23,9
2539,495,16,23,34
2540,160,320,36,7
2541,7,161,14,14
2542,320,160,7,36
2543,47,116,10,13
2544,495,329,23,8
2545,495,128,23,5
2546,495,606,23,21
2547,495,290,23,4
2548,495,114,23,10
2549,607,249,34,14
2550,284,277,0,0
2551,498,43,14,14
2552,160,133,36,4
2553,320,351,7,0
2554,212,509,34,15
2555,209,183,19,4
2556,160,478,36,8
2557,340,553,2,2
2558,213,247,14,14
2559,213,499,14,14
2560,213,608,14,14
2561,213,246,14,14
2562,340,173,2,38
2563,552,211,22,22
2564,249,607,14,34
2565,195,192,21,21
2566,513,19,35,14
2567,351,320,0,7
2568,363,165,35,13
2569,115,363,13,35
2570,134,340,2,2
2571,448,216,17,17
2572,116,47,13,10
2573,34,25,11,11
2574,34,38,11,11
2575,34,40,11,11
2576,269,269,17,17
2577,59,481,21,22
2578,556,483,4,3
2579,284,280,0,4
2580,30,438,11,13
2581,30,609,11,13
2582,410,258,27,8
2583,114,48,10,10
2584,226,42,1,34
2585,226,106,1,38
2586,183,209,4,19
2587,6,438,25,13
2588,610,96,6,20
2589,161,7,14,14
2590,211,103,22,7
2591,211,117,22,6
2592,211,611,22,4
2593,211,612,22,37
2594,211,560,22,31
2595,211,338,22,13
2596,211,107,22,36
2597,211,62,22,36
2598,613,613,6,6
2599,613,614,6,24
2600,211,126,22,22
2601,211,209,22,19
2602,314,226,1,1
2603,146,52,15,7
2604,258,410,8,27
2605,93,41,4,5
2606,13,179,26,0
2607,54,34,22,11
2608,427,615,12,35
2609,476,474,15,15
